YEAR,MONTH,lluvia_mm,temp_max,temp_min,humedad,ph_suelo,Recomendacion
2012,DEC,0.15710435117443203,0.21682464454976325,0.45980707395498377,0.8393194706994329,0.20534223706176968,2
2013,DEC,0.14978821717366192,0.13862559241706185,0.26688102893890675,0.8171077504725899,0.5075125208681135,3
2014,DEC,0.3912206391990759,0.18009478672985768,0.32958199356913176,0.9272211720226835,0.636060100166945,3
2015,DEC,0.1605698883326916,0.24763033175355442,0.6977491961414792,0.8478260869565215,0.20534223706176968,2
2016,DEC,0.21909896033885254,0.17535545023696697,0.5659163987138263,0.9319470699432895,0.06176961602671116,2
2017,DEC,0.19175972275702735,0.21563981042654046,0.47909967845659174,0.8742911153119088,0.325542570951586,2
2018,DEC,0.08009241432422026,0.1954976303317535,0.5932475884244373,0.7788279773156894,0.9482470784641068,3
2019,DEC,0.24335772044666926,0.16469194312796231,0.6543408360128617,0.8771266540642717,0.659432387312187,3
2020,DEC,0.41393916056988833,0.10900473933649302,0.26527331189710623,0.8766540642722118,0.8797996661101835,3
2021,DEC,0.1601848286484405,0.15165876777251208,0.7315112540192923,0.8643667296786388,0.66110183639399,3
2022,DEC,0.12976511359260687,0.09241706161137442,0.5707395498392283,0.8298676748582228,0.18196994991652748,2
2023,DEC,0.1855987678090104,0.27962085308056883,0.7652733118971058,0.8648393194706996,0.4858096828046744,2
2024,DEC,0.3030419715055834,0.15995260663507116,0.6913183279742763,0.9371455576559544,0.702838063439065,3
